Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
16-NOV-2023,15535.45,15715.25,15518.6,15651.1,20645707,1931.38
17-NOV-2023,15671.7,15821.25,15658.7,15804.5,15952200,1623.14
20-NOV-2023,15809.45,15950.8,15782.95,15806.75,20352925,2351.11
21-NOV-2023,15849.95,15997.6,15814.65,15968.9,13957871,1575.37
22-NOV-2023,16008.9,16175.25,15987.1,16069.8,22038977,2504.93
23-NOV-2023,16092.45,16094.55,15792,15817.45,19340863,2253.85
24-NOV-2023,15884.7,16046.75,15880.9,15954.5,28670736,2967.28
28-NOV-2023,15980.8,16006.5,15884.35,15900.3,16707352,1714.54
29-NOV-2023,15952.5,16016.6,15903.75,15990.1,20373289,1914.24
30-NOV-2023,15973.2,16279.1,15971.75,16238.9,32805583,3556.38
01-DEC-2023,16298.95,16385.35,16222.85,16257.05,15665872,1633.49
04-DEC-2023,16372.05,16389.1,16183.05,16228.4,17995955,1933.73
05-DEC-2023,16248.2,16304.8,16174.15,16229.65,15020952,1693.47
06-DEC-2023,16297.4,16356.65,16106.95,16169.55,17480050,2073.19
07-DEC-2023,16163.3,16305.9,16137.5,16294.2,19038799,2221.01
08-DEC-2023,16311.05,16365.6,16079.3,16163.15,18025471,1755.55
11-DEC-2023,16077.9,16089.95,15909.55,16039.9,17800565,2560.87
12-DEC-2023,16109.8,16167.95,15914.3,15963.5,17426548,2141.88
13-DEC-2023,15986.85,16168.55,15938.75,16142.4,20396184,2118.88
14-DEC-2023,16202.3,16210.7,16089.75,16155.7,20964221,2129.86
15-DEC-2023,16250.9,16258.3,16150.5,16179.8,23257151,3114.22
18-DEC-2023,16196.4,16438.75,16161.6,16332.15,31498845,2859.93
19-DEC-2023,16407.8,16433.8,16228.3,16391.25,19402788,1738.19
20-DEC-2023,16461.75,16467.8,16086,16121.25,23821318,2298.03
21-DEC-2023,16048.4,16278.2,15868.15,16238.15,19771028,2089.6
22-DEC-2023,16312.5,16500.9,16281.45,16394.35,29445887,2735.12
26-DEC-2023,16418.6,16580.65,16385.7,16562.6,24416106,2276.26
27-DEC-2023,16609,16690.9,16530.45,16655.95,20504756,2248.73
28-DEC-2023,16698.1,16894.1,16617.35,16860.85,28726227,3380.94
29-DEC-2023,16878.95,16909.1,16769.5,16831.8,15391603,1728.19
01-JAN-2024,16859.5,16914.1,16819,16858.75,20454620,1528.05
02-JAN-2024,16903.95,17301.4,16878.5,17274.3,52400796,4944.46
03-JAN-2024,17311.85,17423.45,17241.05,17379.8,45015536,2967.43
04-JAN-2024,17426.5,17529.85,17326.75,17413.2,23777930,2490.09
05-JAN-2024,17483.5,17484.6,17241.1,17358.6,25736051,2234.29
08-JAN-2024,17435.8,17438.45,17162,17195.95,18527105,1686.18
09-JAN-2024,17319.25,17414.8,17240.35,17346.3,13718842,1606.9
10-JAN-2024,17401.05,17476,17271.65,17401.9,18500852,2261.43
11-JAN-2024,17449.4,17470.75,17331.15,17380.55,14500294,1920.35
12-JAN-2024,17427,17430.15,17271.4,17347.45,16536635,1741.42
15-JAN-2024,17423.25,17603.85,17334.15,17520.45,22313070,2182.4
16-JAN-2024,17526.95,17531.85,17235.7,17320.15,25981997,1991.24
17-JAN-2024,17285.35,17319.7,17130.45,17154,21665785,2215.45
18-JAN-2024,17128.35,17382.35,16818.7,17331.25,22609462,2426.69
19-JAN-2024,17416.45,17460.55,17308.1,17388,16428428,1737.77
20-JAN-2024,17454.3,17481.65,17212.75,17233.8,7454033,689.64
23-JAN-2024,17361.95,17689.95,17347.35,17520.3,32186640,3544.48
24-JAN-2024,17557.05,17796,17431.6,17763.7,24343121,2777.9
25-JAN-2024,17721.05,17738.9,17438.9,17532.55,40101532,3024.89
29-JAN-2024,17511.35,17676.9,17432.45,17623.6,20436678,2389.65
30-JAN-2024,17674,17750.5,17452.7,17470.15,15607826,1917.79
31-JAN-2024,17463.3,18003.15,17451.25,17938.65,29613792,4080.72
01-FEB-2024,18004.6,18053.1,17734.75,17839.2,30756629,3488.85
02-FEB-2024,17885.35,18084.7,17884.7,17972.1,19858444,2419.24
05-FEB-2024,18034.2,18379.8,17979.55,18292.95,35021232,3691.86
06-FEB-2024,18301.3,18533.7,18286.9,18488.05,43955705,3560.84
07-FEB-2024,18597.85,18640.8,18440.65,18564.85,32258499,3184.93
08-FEB-2024,18716.75,18729.65,18493.55,18520.3,25845882,3302.73
09-FEB-2024,18569.15,18666.2,18391.2,18617.1,38487243,3644.41
12-FEB-2024,18685.65,18850.3,18605.2,18669.55,34564587,4122.06
13-FEB-2024,18705.15,18780.05,18619.35,18753.95,23249726,2876.47
14-FEB-2024,18714.45,18715.7,18398.3,18584.35,25481697,2792.23
15-FEB-2024,18627.7,18694.25,18516.25,18567.7,24878336,2734.42
